postcode,month,latitude,longitude,Shopping,Entertainment,Food,Fashion,Healthcare,Transportation,Utilities,Average_Age,Average_Income,Population_Size,Employment_Rate,Education_Level,Season,Consumer_Confidence,Market_Saturation,Age_Group,Gender,Mosaic_Type,Total_Spend,Sector,Sub-Sector,Online_Spend,Offline_Spend,Card_Type,Loyalty_Score,Savings_Rate,Credit_Utilization,Projected_Spend_Growth
AB10 6RN,Month_3,57.13788,-2.121487,3030.2499999999995,1401.0,3109.0,856.8,3526.9,2835.0,5091.900000000001,60,103992,18983,83.48,PhD,Spring,87.92,1,60+,Female,A,18036.0,Transportation,Dining,6067.431658561122,11968.568341438877,Credit,0.6911624078085807,0.2737733361782606,0.463391633062727,19918.272059203948
AB10 6RN,Month_4,57.13788,-2.121487,3944.0,2082.0,3760.0,1745.7,3596.0,772.8000000000001,1557.6000000000001,54,27632,42045,59.98,High School,Spring,99.2,1,<20,Female,E,18451.4,Transportation,Dining,7068.912195934905,9705.087804065095,Debit,0.9257459071219973,0.48429359865898114,0.31031354337020284,19760.45057579999
AB10 6RN,Month_5,57.13788,-2.121487,3671.0,374.0,1846.0,1906.0,3195.4,2570.0,1853.5000000000002,49,59383,24027,76.89,Bachelor's,Spring,65.8,5,60+,Female,D,15961.000000000002,Retail,Health Services,4998.646109380712,9511.353890619288,Credit,0.8383307277227431,0.6332760710816614,0.43380703905416806,17948.856739632673
AB10 6RN,Month_6,57.13788,-2.121487,2735.2000000000003,926.64,3568.0,629.0,2551.0,2538.0,2870.0,49,58799,32306,90.65,Master's,Summer,69.62,4,20-30,Male,C,16169.0,Utilities,Dining,5959.805620703743,10209.194379296256,Credit,0.7593306475845852,0.6678406801335655,0.3882710251707867,17908.223049438522
AB10 6RN,Month_7,57.13788,-2.121487,3506.58,599.04,2094.0,1013.76,2550.0,2110.0,960.0,34,108112,13872,61.12,PhD,Summer,77.96,9,<20,Female,D,14340.7,Hospitality,Health Services,2840.2834168749614,10196.716583125039,Debit,0.884656164256056,0.5051334313666158,0.43098106162148886,16209.79301211057
AB10 6RN,Month_8,57.13788,-2.121487,504.0,2504.736,3649.0,310.20000000000005,2965.0,2124.0,2017.0,51,72108,42767,75.78,High School,Summer,72.54,4,<20,Male,E,14305.500000000002,Retail,Groceries,5596.698482519644,7408.301517480356,Debit,0.9676541392380562,0.49064860872876165,0.552994996045421,16422.626838597847
AB10 6RN,Month_9,57.13788,-2.121487,2512.75,1534.0,2559.0,730.0199999999999,2909.0,2923.0,4978.0,52,88812,40762,98.29,PhD,Fall,72.67,4,40-50,Male,E,17617.0,Transportation,Health Services,9781.856726289994,7835.143273710006,Credit,0.5660021300016921,0.4930648887637499,0.47705056198056284,18802.67595557986
AB10 6RN,Month_10,57.13788,-2.121487,4462.0,859.0,1139.0,1068.0,3453.0,1093.0,967.0,56,109119,9231,90.03,Bachelor's,Fall,77.16,4,30-40,Female,C,12281.0,Healthcare,Apparel,6195.344650191786,6085.655349808214,Debit,0.7551666600405049,0.581354745513126,0.4458020135817809,13460.790690444155
AB10 6RN,Month_11,57.13788,-2.121487,1459.35,1409.0,5483.75,1627.2,868.0,472.0,4712.0,38,87797,27140,79.65,Master's,Fall,91.59,4,40-50,Male,C,15920.300000000001,Transportation,Dining,6709.1890748298065,7763.8109251701935,Debit,0.8958685227303269,0.6882895063050997,0.3293234714074321,16724.62006072752
AB10 6RN,Month_12,57.13788,-2.121487,5073.705000000001,2119.68,4135.25,2003.1000000000001,1038.0,1580.0,3502.0,49,74532,12688,87.46,Master's,Winter,74.28,9,<20,Female,A,14667.0,Transportation,Electronics,3678.817491684205,10988.182508315795,Credit,0.5369200392309754,0.4615832831261082,0.42942742662058275,15495.43636659034
AB10 7JB,Month_1,57.124274,-2.12719,2015.0,805.1999999999999,4463.1,613.3600000000001,3427.0,2139.9,3742.2000000000003,51,32587,26933,76.28,PhD,Winter,70.27,2,<20,Female,E,17168.0,Hospitality,Apparel,8756.253416641912,8411.746583358088,Debit,0.7764567112720856,0.3940623114177578,0.5001132340894051,19656.01020195582
AB10 7JB,Month_2,57.124274,-2.12719,3586.5,2327.0,1589.0,552.0,3760.9,786.45,5937.470000000001,51,36224,38081,99.33,Bachelor's,Winter,82.03,8,60+,Male,A,18702.2,Utilities,Health Services,6051.024385435486,10950.975614564515,Credit,0.8519862987894891,0.7455105990279264,0.3097109424162299,19942.423514648435
AB10 7JB,Month_3,57.124274,-2.12719,3855.95,1117.0,2749.0,651.6,1230.0,2254.0,4405.0,25,97592,24677,58.46,Master's,Spring,94.87,4,20-30,Female,C,15651.0,Utilities,Dining,3870.950847832889,11780.04915216711,Debit,0.6134015110628734,0.36741191374809484,0.30746407076726373,17214.401025134783
AB10 7JB,Month_4,57.124274,-2.12719,2933.0,1474.0,3575.0,1317.0,1396.0,2424.0,2353.0,33,45223,29925,85.98,High School,Spring,87.98,5,20-30,Male,C,17019.2,Transportation,Health Services,6575.621298424682,8896.378701575319,Debit,0.9405719576559488,0.4374361239771863,0.32988102956251897,19057.06137225652
AB10 7JB,Month_5,57.124274,-2.12719,1775.0249999999999,1464.0,1540.0,1926.0,1567.0,914.0,1249.0,52,87917,20591,50.3,Bachelor's,Spring,73.61,9,40-50,Male,B,10054.0,Healthcare,Electronics,3410.9548318682814,6643.045168131719,Credit,0.681872046923939,0.6023341985624708,0.39225742628074195,10804.764699302705
AB10 7JB,Month_6,57.124274,-2.12719,1164.0,2171.52,4487.0,961.0,3271.0,551.25,5309.700000000001,40,26350,45862,56.28,PhD,Summer,98.89,1,40-50,Female,D,18609.800000000003,Utilities,Dining,5455.867322710468,11462.132677289532,Credit,0.875814900029019,0.2564778954381599,0.46007035652149186,19997.008671990647
AB10 7JB,Month_7,57.124274,-2.12719,2598.08,2469.48,4538.0,1821.6,1063.0,1038.0,3337.0,39,116565,43852,86.09,Bachelor's,Summer,87.63,1,30-40,Female,A,15901.0,Retail,Apparel,7969.610273569501,7931.389726430499,Credit,0.7385672160374598,0.4635854584680058,0.3206925289488478,17867.01936434647
AB10 7JB,Month_8,57.124274,-2.12719,1549.28,3605.16,3422.0,476.4,4841.2,1931.0,3859.9,48,95222,18161,87.97,PhD,Summer,65.53,2,50-60,Female,B,18675.800000000003,Utilities,Apparel,5232.79198067844,11745.208019321559,Debit,0.9868960631560937,0.4211720658593008,0.5597941355417445,19675.89049269103
AB10 7JB,Month_9,57.124274,-2.12719,959.0,1145.0,1290.0,319.7,2749.0,1240.0,3757.0,46,72685,29447,51.97,PhD,Fall,87.78,6,30-40,Female,B,11418.0,Transportation,Apparel,4737.896595364195,6680.103404635805,Debit,0.5711368699489157,0.6564376877953358,0.30884333363919636,12789.821663767112
AB10 7JB,Month_10,57.124274,-2.12719,3885.0,2749.2,3090.0,964.7,2868.0,375.0,3464.0,55,40647,25964,66.69,High School,Fall,96.23,2,<20,Male,B,16850.0,Transportation,Groceries,4981.609710977025,11868.390289022975,Debit,0.6951786378880958,0.561569755302812,0.3449926040020549,18565.314065356484
AB10 7JB,Month_11,57.124274,-2.12719,468.90000000000003,820.0,6168.75,750.0,963.0,368.0,2589.0,36,44515,29905,55.91,Master's,Fall,78.92,8,40-50,Male,C,12040.6,Transportation,Groceries,4462.50516984551,6483.49483015449,Debit,0.9335001772768972,0.2806747311831693,0.5731779335578207,13605.944329025891
AB10 7JB,Month_12,57.124274,-2.12719,4914.0,804.0,8676.5,1019.0,1534.0,2174.0,4902.0,62,58919,44551,94.51,Bachelor's,Winter,89.18,8,40-50,Male,B,18057.0,Healthcare,Health Services,7186.077757249868,10870.922242750132,Debit,0.6481211620943488,0.3975348738400332,0.6087047735089457,20684.18398209268
AB11 5QN,Month_1,57.142701,-2.093295,1434.05,1742.0,3711.6,421.26,3798.0,2762.0,4034.0,53,116518,23336,72.69,Bachelor's,Winter,66.03,4,30-40,Male,D,18120.0,Utilities,Health Services,5374.8629417976745,12745.137058202326,Debit,0.7703281142442506,0.5316510629577598,0.39377683888280357,20141.489235427503
AB11 5QN,Month_2,57.142701,-2.093295,3914.6,400.0,4859.0,2239.2,3180.0,2709.0,1118.0,66,91729,21828,72.13,High School,Winter,64.42,3,30-40,Female,B,17536.0,Healthcare,Groceries,9072.110006721312,8463.889993278688,Credit,0.6670748882121699,0.3393558797408789,0.4249841876618656,18989.30673938516
AB11 5QN,Month_3,57.142701,-2.093295,4132.0,960.0,4954.0,868.0,2880.0,1169.0,2977.0,26,41935,14303,91.19,Bachelor's,Spring,85.12,5,20-30,Male,E,19734.0,Retail,Groceries,4617.8382808080905,13322.16171919191,Debit,0.9359330187243025,0.5885622936048621,0.3362739960066346,22283.365326517935
AB11 5QN,Month_4,57.142701,-2.093295,1120.1,1981.0,2255.0,1425.6,668.2,1693.0,3251.6000000000004,52,99778,8342,84.77,PhD,Spring,76.01,6,60+,Female,B,12717.1,Hospitality,Groceries,2369.9705962180874,9191.029403781913,Credit,0.8334060720696791,0.24922464736777677,0.4509497420196131,13503.240483318174
AB11 5QN,Month_5,57.142701,-2.093295,1423.8,542.0,2235.0,1093.0,3628.0,2137.0,3353.0,18,64356,14756,96.11,Bachelor's,Spring,78.37,9,30-40,Male,C,14570.0,Healthcare,Electronics,8539.857616640886,6030.142383359114,Credit,0.6120325703759093,0.3059187051450455,0.5838181475098273,15612.611655423985
AB11 5QN,Month_6,57.142701,-2.093295,2813.3599999999997,1518.192,1007.0,472.56,1853.0,2415.0,1228.0,50,106534,43042,96.93,Bachelor's,Summer,72.3,7,<20,Male,C,10730.0,Healthcare,Apparel,4341.092141945682,6388.907858054318,Credit,0.6584538807819215,0.5208394770901876,0.3793437256510332,11817.144249854742
AB11 5QN,Month_7,57.142701,-2.093295,3912.7599999999998,4527.12,2657.0,1125.6,3635.0,676.0,3285.0,34,80247,12955,65.66,PhD,Summer,78.22,3,20-30,Female,E,20180.600000000002,Retail,Dining,6238.008925724945,12107.991074275054,Credit,0.9891735655309075,0.2309297490758706,0.689330543838692,21852.269377662255
AB11 5QN,Month_8,57.142701,-2.093295,1833.8400000000001,4013.88,1482.0,756.0,3610.1,1708.0,1870.0000000000002,43,44763,45867,82.42,High School,Summer,63.96,9,60+,Male,E,14897.300000000001,Utilities,Health Services,3873.992665665177,9669.007334334823,Debit,0.8765714685397676,0.6809113328048734,0.3775811090923836,16758.867087291746
AB11 5QN,Month_9,57.142701,-2.093295,4654.049999999999,1841.0,3089.0,551.9999999999999,510.0,2623.0,2420.0,30,84110,23445,77.09,Bachelor's,Fall,64.32,6,20-30,Female,E,14930.0,Hospitality,Groceries,8025.642686283801,6904.357313716199,Credit,0.5829835752041739,0.6023721403285462,0.4643673518549707,16420.526023051305
AB11 5QN,Month_10,57.142701,-2.093295,3247.0,2561.0,1332.0,221.0,2156.0,2241.0,4198.0,22,46887,21932,79.79,High School,Fall,77.77,2,20-30,Male,C,15956.0,Healthcare,Electronics,7001.047722818331,8954.95227718167,Credit,0.7406367735677417,0.4984972494876639,0.3813416239647574,18101.509640096843
AB11 5QN,Month_11,57.142701,-2.093295,1475.0,2414.0,2820.0,1562.0,1747.0,504.0,1548.0,36,58020,37752,81.27,Bachelor's,Fall,78.12,2,30-40,Male,D,12656.6,Healthcare,Groceries,4046.631392170014,7459.368607829986,Debit,0.8613820458763715,0.32945271615343896,0.44844075712570375,14000.221614400578
AB11 5QN,Month_12,57.142701,-2.093295,5171.205,834.0,7246.749999999999,1758.0,2938.0,1044.0,3532.1000000000004,59,89321,10603,53.0,Master's,Winter,94.86,5,50-60,Female,B,15122.0,Utilities,Apparel,3540.6176737466485,11581.382326253351,Credit,0.5743416809458999,0.5879955200436396,0.4295972078229453,16788.26406247865
AB11 6UL,Month_1,57.137547,-2.112233,689.0,911.0,4455.0,1669.3999999999999,2808.0,2152.0,2009.7000000000003,26,62851,21228,94.75,Master's,Winter,73.21,2,50-60,Female,E,16118.300000000001,Transportation,Groceries,7279.02577567487,7373.97422432513,Debit,0.8329367286674362,0.4623012015092142,0.6190380692885589,17522.103072381837
AB11 6UL,Month_2,57.137547,-2.112233,3505.0,1560.0,2039.0,1461.0,2263.0,1849.0,3932.0,23,64558,14431,57.01,PhD,Winter,87.07,1,40-50,Female,B,18269.9,Utilities,Groceries,4712.505031177864,11896.494968822135,Debit,0.8490251817176604,0.5763789625035178,0.3556951124143506,19878.696067200646
AB11 6UL,Month_3,57.137547,-2.112233,3347.19,2157.0,3116.0,1646.3999999999999,1353.3,624.0,4005.1000000000004,38,115290,14264,71.22,Bachelor's,Spring,72.12,8,60+,Female,B,15185.0,Utilities,Electronics,3649.2796111688276,11535.720388831172,Credit,0.5527190952756253,0.48420846913469867,0.5170259858307622,15985.789303586926
AB11 6UL,Month_4,57.137547,-2.112233,3505.0,1069.0,3100.0,984.0,2029.0,2725.0,1940.0,66,55078,27250,64.6,Bachelor's,Spring,72.31,6,40-50,Male,A,16887.2,Utilities,Groceries,4426.749252044416,10925.250747955584,Credit,0.8218388879839733,0.2378613741048548,0.7408471602256331,18673.645017821214
AB11 6UL,Month_5,57.137547,-2.112233,1221.3,1722.0,1684.0,2162.4,3069.0,980.0,1037.0,39,88089,33579,77.69,High School,Spring,88.35,2,40-50,Male,B,11356.0,Hospitality,Apparel,6148.782939016833,5207.217060983167,Credit,0.7109413504545012,0.6966683996341183,0.33517192215899677,12380.91626668744
AB11 6UL,Month_6,57.137547,-2.112233,1727.28,1101.36,1993.0,206.0,4712.5,970.0,3665.2000000000003,56,66216,45377,98.07,PhD,Summer,82.48,9,60+,Female,A,13231.0,Hospitality,Dining,6359.6738239347815,6871.3261760652185,Credit,0.6722048193347456,0.3719551389077888,0.4806675661384182,13924.780411776517
AB11 6UL,Month_7,57.137547,-2.112233,2979.36,4065.984,2797.0,1601.6000000000001,2242.0,3123.75,2809.4,65,38777,48769,70.62,Master's,Summer,74.92,9,<20,Female,C,18334.0,Hospitality,Health Services,6393.401083611333,11940.598916388666,Debit,0.7202225968801388,0.3265520158540891,0.5530265524071782,20121.77684044799
AB11 6UL,Month_8,57.137547,-2.112233,1463.076,2812.68,4450.0,1203.6,4308.2,2027.0,2651.0,68,103580,39780,80.16,PhD,Summer,79.33,8,50-60,Female,B,16774.0,Transportation,Electronics,6134.094060045489,10639.905939954511,Debit,0.7807389080137959,0.34411370661228446,0.3843410256817039,18296.31846523315
AB11 6UL,Month_9,57.137547,-2.112233,3379.0,2994.0,2824.0,1112.05,2184.0,2289.0,4740.780000000001,22,35928,37678,57.06,Master's,Fall,93.78,7,60+,Female,D,19736.2,Hospitality,Groceries,9772.024613955045,8169.975386044955,Debit,0.8134309772513333,0.41814464157919384,0.5767434918744059,22688.53967389277
AB11 6UL,Month_10,57.137547,-2.112233,2332.2,2569.0,4534.0,933.5999999999999,3188.0,2782.0,2287.0,39,97211,38284,73.15,PhD,Fall,89.84,1,40-50,Female,B,18166.0,Healthcare,Groceries,7195.56098807432,10970.439011925679,Credit,0.5410834837591956,0.30073455834910917,0.5505285008990494,20619.131042435554
AB11 6UL,Month_11,57.137547,-2.112233,3831.5699999999993,1479.0,4467.5,2382.0,3117.0,2268.0,3994.0,67,88217,26485,95.79,Bachelor's,Fall,97.39,9,30-40,Female,D,22130.9,Transportation,Dining,6659.834183532114,13459.165816467885,Debit,0.9562440399777514,0.35579638326927476,0.3643770589272431,25062.783404383103
AB11 6UL,Month_12,57.137547,-2.112233,7909.200000000001,1143.6,4908.75,1300.0,2952.0,2003.0,1045.0,24,41359,11886,96.62,Bachelor's,Winter,95.07,3,30-40,Male,C,16625.4,Healthcare,Dining,4738.302636572114,10375.697363427886,Credit,0.8602680097699212,0.4081488258468646,0.5544267673503656,18605.112904914167
AB11 8RQ,Month_1,57.135978,-2.072115,5048.5,3330.0,2431.8,771.9359999999999,1922.0,1556.0,2077.0,43,114688,16244,77.32,High School,Winter,86.78,3,<20,Male,E,16110.0,Healthcare,Groceries,8103.451494405517,8006.548505594483,Debit,0.6801185514007229,0.2972471687084793,0.45027423616776896,18256.0151281544
AB11 8RQ,Month_2,57.135978,-2.072115,1317.8999999999999,1481.0,1062.0,1350.0,4230.2,745.0,3440.8,42,104330,11446,88.43,High School,Winter,67.6,2,50-60,Female,C,11941.0,Hospitality,Dining,3460.1822254169992,8480.817774583,Credit,0.5127866820429815,0.4759208481223649,0.5775393578447717,12807.388838480665
AB11 8RQ,Month_3,57.135978,-2.072115,2953.2,1276.0,1260.0,343.2,1428.0,353.0,2356.0,22,97463,38767,50.16,High School,Spring,74.48,6,20-30,Female,C,9527.0,Retail,Groceries,4620.8297092969,4906.1702907031,Debit,0.7675188091843459,0.26481122349578684,0.7159330680569437,10658.695798569192
AB11 8RQ,Month_4,57.135978,-2.072115,3506.58,1739.0,4571.0,2384.4,1926.0,991.0,2357.0,49,97367,24448,76.58,Bachelor's,Spring,82.18,9,20-30,Female,E,16959.0,Transportation,Groceries,9430.393565473814,7528.606434526186,Debit,0.6632503204946127,0.2929587957788738,0.4200845927263568,19415.775621713008
AB11 8RQ,Month_5,57.135978,-2.072115,2442.6,2718.0,4192.0,421.0,2095.6,2383.5,3656.620000000001,25,28039,41823,86.62,PhD,Spring,61.35,8,50-60,Female,D,16949.0,Hospitality,Groceries,6152.422580111772,10796.577419888228,Debit,0.6878615097039416,0.5301944927793154,0.47806613124141134,18568.149768383144
AB11 8RQ,Month_6,57.135978,-2.072115,1653.24,2600.52,1857.0,734.4,2389.0,303.0,3132.0,26,93918,13429,66.49,Bachelor's,Summer,87.25,3,20-30,Male,E,11757.0,Healthcare,Health Services,6008.600384423633,5748.399615576367,Debit,0.7208452523327183,0.7371320527788513,0.32051722291186924,13326.40669459
AB11 8RQ,Month_7,57.135978,-2.072115,2700.2,823.6800000000001,2263.0,939.5999999999999,4082.0,556.0,1214.4,45,115859,49597,95.06,High School,Summer,99.2,4,50-60,Female,A,12439.900000000001,Healthcare,Groceries,2459.380985725326,8849.619014274675,Debit,0.9801087677896168,0.47017056003883945,0.4198119981185737,13632.672639568138
AB11 8RQ,Month_8,57.135978,-2.072115,792.0,4098.12,2488.0,401.0,2733.0,1133.0,3722.0,37,65603,23659,88.98,Master's,Summer,93.1,8,30-40,Female,A,14204.0,Healthcare,Dining,3851.0889724784797,10352.91102752152,Credit,0.6176285347085655,0.40879510338229813,0.37228737706153203,15085.099273537166
AB11 8RQ,Month_9,57.135978,-2.072115,2863.0,2631.6,2130.0,974.05,1394.0,2970.4500000000003,1751.2,21,35952,36692,88.48,Bachelor's,Fall,87.52,3,<20,Male,C,13771.0,Healthcare,Apparel,3724.3178132341955,10046.682186765804,Debit,0.6222188578976813,0.6282740886330827,0.34441534414631425,14533.3510081561
AB11 8RQ,Month_10,57.135978,-2.072115,2945.1499999999996,1613.0,3030.0,1798.8,2626.0,1998.0,1206.0,20,88185,48812,51.06,Bachelor's,Fall,87.12,4,30-40,Male,C,15986.300000000001,Transportation,Electronics,4166.907071897079,10366.09292810292,Debit,0.8539978069700422,0.522545569683775,0.382518243089187,18008.206480713496
AB11 8RQ,Month_11,57.135978,-2.072115,666.9,1370.0,1473.75,420.0,2692.0,2808.0,3152.0,61,60478,34101,59.19,PhD,Fall,95.88,9,40-50,Female,B,13598.2,Retail,Electronics,6260.197703448888,6101.802296551112,Debit,0.9830524164223253,0.48640813267315536,0.3743123314268726,14831.323845204191
AB11 8RQ,Month_12,57.135978,-2.072115,4459.455000000001,1528.8,7152.25,356.0,2561.0,1461.0,2837.0,58,43876,49305,85.68,Bachelor's,Winter,72.41,9,40-50,Male,C,15117.0,Utilities,Electronics,8860.098180329915,6256.901819670085,Credit,0.5210634727913945,0.4799587606706621,0.6236646313984412,16818.944173940097
AB12 3FJ,Month_1,57.098003,-2.077438,2991.6,2038.0,1218.6000000000001,1193.3999999999999,2800.2000000000003,1647.0,4142.6,59,57863,45457,78.09,High School,Winter,77.87,9,60+,Male,B,17255.7,Hospitality,Electronics,5346.257191782107,10340.742808217892,Debit,0.9813236094854456,0.6888161972942486,0.3628807650426624,18979.830372874727
AB12 3FJ,Month_2,57.098003,-2.077438,3917.0,1268.3999999999999,1933.0,2142.8,501.0,772.0,3516.0,28,54386,22987,78.92,Bachelor's,Winter,86.41,7,<20,Male,E,13644.0,Transportation,Groceries,6327.8048459317915,7316.1951540682085,Debit,0.7134252771789829,0.6731824357183296,0.36438315661068155,15488.45756516266
AB12 3FJ,Month_3,57.098003,-2.077438,3578.7999999999997,744.0,4380.0,432.96,3063.0,2064.0,3620.0,65,90779,13789,50.74,PhD,Spring,82.91,2,<20,Female,E,17187.0,Utilities,Apparel,6590.542947617419,10596.457052382582,Credit,0.5561649744363201,0.7509219900103886,0.3140831169519688,18898.149180854693
AB12 3FJ,Month_4,57.098003,-2.077438,3445.0,3145.2,3774.0,1612.6000000000001,3303.0,2326.0,3842.0,46,53284,10994,72.1,Bachelor's,Spring,93.76,5,<20,Male,A,20777.0,Transportation,Health Services,6578.335017001514,14198.664982998485,Debit,0.5300720639218537,0.43479391110578774,0.3513717271436805,23075.809507262282
AB12 3FJ,Month_5,57.098003,-2.077438,2142.45,855.0,1588.0,1674.0,2613.0,1937.0,4802.0,60,99265,32114,89.32,Master's,Spring,74.65,7,30-40,Male,A,15053.0,Transportation,Groceries,5869.388505096617,9183.611494903384,Credit,0.5366642511334532,0.5332884698569429,0.4291639225238335,16177.468267381688
AB12 3FJ,Month_6,57.098003,-2.077438,2427.88,2139.696,2760.0,2278.32,2793.0,2540.0,2160.0,39,118578,21203,83.18,High School,Summer,76.65,4,<20,Male,A,15761.0,Utilities,Apparel,7776.812647526006,7984.187352473994,Debit,0.6159591598760499,0.5605733589081888,0.3672887762299594,16831.76630527548
AB12 3FJ,Month_7,57.098003,-2.077438,1360.8,2552.16,1604.0,1703.0,2125.0,2786.7000000000003,2038.3000000000002,25,29371,33055,78.62,PhD,Summer,69.97,9,30-40,Female,C,13465.0,Transportation,Dining,2909.864602629026,10555.135397370974,Debit,0.7031847982317904,0.21156683877439247,0.9230802100233713,14483.303708525063
AB12 3FJ,Month_8,57.098003,-2.077438,2900.484,2630.16,3228.0,1291.2,2876.9,1058.0,1362.9,63,92371,10934,84.83,High School,Summer,85.54,8,60+,Male,B,14003.0,Healthcare,Dining,7888.396750739472,6114.603249260528,Debit,0.6976374763460822,0.5408142929097525,0.47670945288036193,14931.987923304845
AB12 3FJ,Month_9,57.098003,-2.077438,1780.2,967.0,1173.0,539.3499999999999,1392.3,1265.25,1914.2200000000003,51,28857,7084,92.55,High School,Fall,75.61,8,60+,Female,E,8445.0,Transportation,Health Services,3455.369014485454,4989.630985514546,Credit,0.7916152865586314,0.38702459495439023,0.48596967394416496,9345.279275240873
