postcode,month,Category,Category_Spend,lag_1,lag_2,lag_3,Average_Age,Average_Income,Population_Size,Employment_Rate,Consumer_Confidence,Market_Saturation,Savings_Rate,Credit_Utilization,Gender_Female,Gender_Male,Age_Group_20-30,Age_Group_30-40,Age_Group_40-50,Age_Group_50-60,Age_Group_60+,Age_Group_<20,Predicted_Spend,latitude,longitude
AB21 0UB,12,Food,5278.0,4183.75,1166.0,4985.0,66,51894,45364,79.72,93.53,9,0.3101007718212158,0.6943630724546502,False,True,False,False,False,False,True,False,3259.1645000000003,57.21549,-2.195006
AB21 0UD,12,Food,4782.75,5627.5,1462.0,4109.0,25,91635,39282,68.49,67.14,4,0.4090869852764232,0.532178386763085,False,True,False,False,False,False,True,False,2560.3667,57.273076,-2.185527
AB21 0UE,12,Food,4219.25,4502.5,1620.0,1596.0,27,81066,8437,83.59,63.06,1,0.4163689200102036,0.3702105311160761,False,True,False,False,False,False,True,False,2749.11488,57.263271,-2.155969
AB21 0UF,12,Food,7320.249999999999,5552.5,2037.0,2925.0,57,71935,23027,96.29,77.13,5,0.2151906530928038,0.815804840692049,True,False,True,False,False,False,False,False,2929.0599000000007,57.267002,-2.173642
AB21 0UG,12,Utilities,1159.0,4888.400000000001,2766.0,3161.0,66,47072,14540,61.53,73.71,1,0.2378178032177885,0.5214131709591735,True,False,False,True,False,False,False,False,3042.8316999999997,57.243947,-2.184154
AB21 0UL,12,Utilities,2160.4,2209.9,4323.0,3088.0,49,38947,35328,52.91,83.1,7,0.5097729340544297,0.4009562926241483,True,False,False,True,False,False,False,False,3055.5271999999995,57.271847,-2.170829
AB21 0UN,12,Utilities,4713.5,2333.0,4827.0,1080.2,53,67640,14352,72.4,76.57,5,0.3419607660597292,0.5042542569411856,True,False,False,False,False,False,True,False,3040.8694,57.284776,-2.15513
AB21 0UP,12,Healthcare,725.0,1130.0,3669.0,1415.0,57,119732,17746,53.79,64.08,9,0.4173978692264232,0.5534832039877569,False,True,False,False,True,False,False,False,2798.7944300000004,57.284128,-2.169924
AB21 0UQ,12,Utilities,1575.0,1098.9,4756.400000000001,4388.670000000001,23,75178,24312,66.07,94.33,7,0.2395641452364501,0.388282183364245,True,False,False,False,False,False,False,True,3185.4990999999995,57.26623,-2.179441
AB21 0UR,12,Food,3246.25,5391.25,4629.0,3560.0,42,91395,19618,55.3,73.09,4,0.24951237589251,0.4981572118022335,False,True,False,True,False,False,False,False,3115.812999999999,57.261788,-2.182536
AB21 0US,12,Food,5860.75,4730.0,2317.0,2007.0,67,83839,39299,67.57,81.95,5,0.4348482154492718,0.5597228933000673,True,False,False,False,True,False,False,False,3030.3948800000003,57.250403,-2.17885
AB21 0UT,12,Utilities,3042.0,3460.0,4443.0,3101.0,69,48318,45573,50.47,78.55,2,0.4900961165913534,0.3983501118337172,False,True,False,True,False,False,False,False,2675.3373100000003,57.23788,-2.179684
AB21 0UU,12,Healthcare,3596.0,3961.0,2769.0,688.0,46,105183,33424,88.19,78.31,1,0.305823862812473,0.5018676942932733,False,True,False,False,False,False,False,True,2678.8570699999996,57.263199,-2.188146
AB21 0UW,12,Utilities,3837.9,4441.0,3889.0,3948.0,56,42957,11719,97.64,68.7,5,0.5552528522884788,0.5326520228466765,False,True,False,False,False,False,True,False,2771.6476999999995,57.26308,-2.18352
AB21 0UX,12,Utilities,3208.0,4569.0,971.0,4368.0,46,105270,6755,52.02,82.36,8,0.6528552488534956,0.332983357647129,False,True,False,True,False,False,False,False,2843.2294,57.310189,-2.258685
AB21 0UY,12,Utilities,4312.0,1062.6,4881.8,4374.0,28,70261,26323,73.54,75.06,3,0.3232887787349142,0.7327648649085299,True,False,True,False,False,False,False,False,2762.2842800000003,57.264163,-2.186626
AB21 0UZ,12,Utilities,1503.7,4384.0,2139.0,1342.0,26,66481,32069,69.0,60.62,1,0.3857890556461701,0.5794553487685546,False,True,False,False,False,True,False,False,2991.2565999999997,57.263237,-2.187168
AB21 0WA,12,Food,2409.75,3256.25,1354.0,1803.0,55,31535,7887,87.14,89.57,5,0.4378482049070676,0.5900050219447011,False,True,False,False,False,False,True,False,2918.6408,57.20619,-2.289142
AB21 0WB,12,Food,4585.0,5127.5,4480.0,4763.0,52,93682,13606,62.04,79.45,1,0.5181683054602775,0.5030865912977542,True,False,False,False,False,True,False,False,2915.749439999999,57.264962,-2.187045
AB21 0WF,12,Utilities,1134.0,2063.6000000000004,975.0,4416.5,63,92650,8831,93.94,74.7,6,0.669341023488705,0.3778447603770645,True,False,True,False,False,False,False,False,2590.1067500000004,57.264052,-2.182315
AB21 0WG,12,Healthcare,1925.0,2740.0,3706.0,3002.0,44,35450,25087,58.21,93.92,2,0.6623146511647093,0.3046225704218099,False,True,False,True,False,False,False,False,2871.9289699999995,57.265639,-2.184677
AB21 0WH,12,Shopping,2861.8785,3880.215,3078.09,3042.0,43,93379,40799,87.25,78.36,8,0.2351689144670524,0.7851729435973185,False,True,True,False,False,False,False,False,3073.7198000000003,57.202854,-2.286732
AB21 0WJ,12,Healthcare,2255.5,3841.0,2043.0,2375.0,37,76614,44764,58.09,77.97,9,0.3849247738083536,0.4998246481333062,True,False,False,False,False,False,True,False,3034.69307,57.267045,-2.193322
AB21 0WL,12,Food,5022.5,4887.5,2724.0,1054.0,56,112497,11169,50.34,62.12,3,0.5891821071825827,0.4487161643280788,True,False,False,False,False,False,True,False,3023.661200000001,57.266066,-2.193085
AB21 0WN,12,Shopping,7246.200000000001,2661.0,3586.5,2493.0,19,33225,13441,83.9,98.73,7,0.4021627486377112,0.3230773836192344,True,False,False,False,False,False,False,True,2713.1497000000004,57.26637,-2.194048
AB21 0WP,12,Food,8319.5,4518.75,2773.0,3354.0,32,94735,14406,80.27,99.24,9,0.4647591298023664,0.5187649091856592,False,True,False,False,False,True,False,False,3098.9666400000006,57.266651,-2.192624
AB21 0WQ,12,Food,4212.25,5983.75,3677.0,3702.0,57,30313,14845,97.39,89.61,3,0.7628865775684984,0.3044398252014372,False,True,False,False,False,True,False,False,3130.986539999998,57.267774,-2.192497
AB21 0WW,12,Utilities,3262.0,4024.900000000001,1481.0,4614.0,42,64811,24837,60.79,82.36,2,0.68432913257603,0.3138892732241412,False,True,True,False,False,False,False,False,3061.183499999999,57.266948,-2.18664
AB21 0WZ,12,Food,4560.5,6033.75,1575.0,2194.0,38,84291,15820,51.03,88.71,2,0.5916038100208365,0.3387352334400748,False,True,False,True,False,False,False,False,2796.2992,57.270407,-2.191781
AB21 0XA,12,Utilities,1152.0,905.3,3786.2,3991.79,63,108847,27966,97.07,72.79,5,0.5355440834000161,0.3850636217851224,False,True,False,False,True,False,False,False,2760.7940199999994,57.203444,-2.284122
AB21 0XB,12,Utilities,2702.0,4992.900000000001,4555.1,1593.0,67,57653,46691,68.35,93.05,7,0.4719966311612143,0.4057952939981273,True,False,False,True,False,False,False,False,2958.8941799999993,57.204089,-2.284855
AB21 0XD,12,Shopping,7895.842499999999,4821.95,3515.0,3533.49,47,101018,47361,72.8,82.81,5,0.5799303268011271,0.4068288977293768,False,True,False,False,False,True,False,False,3063.8523999999993,57.2034,-2.287862
AB21 0XF,12,Food,7064.75,5796.25,2641.0,3272.0,33,91405,47850,66.71,86.88,5,0.7220753220972903,0.3123218673819833,True,False,True,False,False,False,False,False,3174.8042999999993,57.26263,-2.18453
AB21 0XG,12,Shopping,6493.5,2342.205,4451.65,4050.3,30,30606,18960,50.86,74.09,5,0.4673073115272166,0.4642419594156196,False,True,False,False,False,False,False,True,2722.9518000000007,57.263501,-2.184816
AB21 0XN,12,Utilities,4576.0,3738.9,4997.0,996.6,20,45156,48692,89.0,85.58,5,0.4004179474004906,0.4822065450782882,False,True,False,False,False,False,True,False,3186.0202999999997,57.202366,-2.2836
AB21 0XP,12,Healthcare,1240.0,5154.5,1261.0,1557.0,27,30267,49495,73.45,76.59,8,0.5167831021413782,0.4478498097310014,False,True,False,False,True,False,False,False,2963.3478000000005,57.201676,-2.283546
AB21 0XQ,12,Shopping,9272.7375,784.8000000000001,4088.25,1463.0,35,94747,49765,71.42,95.0,6,0.4933598777108409,0.3550128836177796,True,False,False,True,False,False,False,False,2935.50579,57.207497,-2.287414
AB21 0XR,12,Food,5853.75,2225.0,4836.0,4564.0,29,32463,39169,80.31,98.32,5,0.7156726553587438,0.3258826985593026,False,True,False,True,False,False,False,False,2851.696099999999,57.208037,-2.286971
AB21 0XS,12,Food,3970.75,4507.5,2987.0,3026.0,51,52289,45745,93.36,94.21,3,0.4820462659859703,0.4233214425676498,True,False,False,False,False,False,True,False,2989.6946800000005,57.207598,-2.286653
AB21 0XT,12,Food,2947.0,3795.0,2338.0,3696.0,52,107950,8838,94.65,83.35,4,0.4895449370196791,0.405572554171664,True,False,False,False,True,False,False,False,2606.08252,57.207136,-2.288057
AB21 0XU,12,Food,4842.25,6077.5,4500.0,2614.0,54,74641,25557,95.34,94.38,3,0.6386318479834021,0.3327401216612396,False,True,False,False,True,False,False,False,2967.4636999999993,57.20691,-2.288833
AB21 0XW,12,Healthcare,2208.0,4236.7,1407.9,2966.0,64,71608,27177,81.9,94.68,8,0.4209773056705642,0.6105140832868621,True,False,False,False,False,False,False,True,2822.7943200000004,57.205923,-2.288163
AB21 0XX,12,Food,2605.75,3391.25,2100.0,4995.0,44,47516,41859,76.97,95.05,5,0.2812978060420829,0.5764502886720955,False,True,False,False,False,False,False,True,3148.3052000000002,57.205224,-2.287446
AB21 0XY,12,Food,4037.25,5581.25,3472.0,2474.0,49,40205,17446,76.72,86.66,5,0.3048791877648463,0.596685081026799,False,True,False,True,False,False,False,False,3015.41344,57.237483,-2.2624
AB21 0XZ,12,Healthcare,656.5,1838.0,4864.6,4456.400000000001,67,31178,48778,53.56,60.7,1,0.3123337825429179,0.650058136980468,False,True,False,False,False,True,False,False,3235.2380999999996,57.263297,-2.182693
AB21 0YA,12,Utilities,2599.0,4855.400000000001,2662.0,2071.3,59,94232,7536,57.23,67.05,4,0.2277186618564726,0.6330625067644474,True,False,False,True,False,False,False,False,2653.7373,57.23767,-2.26747
AB21 0YB,12,Healthcare,1000.0,3627.0,2626.0,1247.0,42,118191,45626,81.19,76.41,9,0.4736306587185563,0.4416979817198497,False,True,False,True,False,False,False,False,2702.0568700000003,57.236894,-2.264897
AB21 0YD,12,Food,3589.2499999999995,5157.5,4110.0,1255.0,58,96963,24787,50.07,67.7,5,0.244171380090265,0.8415703863740132,False,True,False,False,True,False,False,False,2973.0719599999998,57.240101,-2.277313
AB21 0YE,12,Food,2301.25,3226.25,4683.0,2891.0,35,41329,34391,76.37,69.72,7,0.6346824183626745,0.4184030319650502,False,True,False,False,False,False,False,True,2862.2700200000004,57.23583,-2.266828
AB21 0YF,12,Shopping,2553.525,4844.95,3375.0,3574.2,41,72054,21747,78.42,99.96,8,0.4300919208237136,0.3603563960659045,True,False,False,False,False,True,False,False,3238.3015499999997,57.237262,-2.264751
AB21 0YG,12,Utilities,4006.2,4622.0,5007.200000000001,2392.0,64,43457,24496,88.9,71.21,9,0.3409664359043503,0.6853180108938438,True,False,False,False,False,False,True,False,2950.8242000000005,57.237682,-2.265814
AB21 0YL,12,Food,1968.75,3438.75,3299.0,4595.0,53,77411,42288,67.29,64.37,2,0.6983713858556171,0.3618082275332664,True,False,False,False,False,True,False,False,2880.8399000000004,57.238205,-2.285599
AB21 0YN,12,Shopping,9077.64,2723.2,3000.0,4736.849999999999,39,94086,28215,81.16,67.44,2,0.2056077746638751,0.7579523521128008,True,False,False,False,False,False,True,False,3147.4546999999993,57.202325,-2.286612
AB21 0YP,12,Food,6772.5,5852.5,3248.0,4624.0,58,43810,34517,81.0,89.9,2,0.6714000286445484,0.3268359003471515,False,True,False,False,False,True,False,False,2800.2375,57.202391,-2.285057
AB21 0YQ,12,Utilities,1679.7,4622.200000000001,3993.000000000001,2721.0,43,101847,33351,50.96,78.69,3,0.5080720111610306,0.5716250291057888,True,False,False,False,False,True,False,False,3077.05962,57.248493,-2.263539
AB21 0YR,12,Food,7400.749999999999,1510.0,3557.0,4527.0,65,92130,49228,87.51,72.84,3,0.4630273052525533,0.4092497716035128,True,False,False,False,False,True,False,False,2886.3543499999996,57.254368,-2.267028
AB21 0YS,12,Food,3564.75,6000.0,4713.0,2368.0,23,91446,47181,81.11,64.48,3,0.4761529228137918,0.4813628472902197,False,True,False,False,False,False,False,True,2911.2983000000004,57.258119,-2.282123
AB21 0YT,12,Utilities,2495.9,4977.0,2837.0,4642.0,37,72607,26532,78.48,97.82,1,0.389615207239697,0.6201136239994101,False,True,False,False,False,True,False,False,2872.5681,57.263662,-2.27371
AB21 0YX,12,Healthcare,2033.0,4876.3,4009.2,4774.900000000001,56,103367,43807,84.34,63.06,6,0.3750515429397785,0.6324733904557684,False,True,True,False,False,False,False,False,2995.1388499999994,57.274657,-2.277672
AB21 0ZR,12,Food,6119.75,6182.5,3254.0,2070.0,31,46228,34014,50.79,98.13,3,0.3330314993863181,0.4314510902727769,True,False,True,False,False,False,False,False,3140.36634,57.205117,-2.294778
AB21 0ZS,12,Food,1993.25,1487.5,2070.0,4168.0,67,70653,49968,81.35,98.3,1,0.4459901962145245,0.5662529343571463,False,True,False,False,False,True,False,False,3245.671500000001,57.204815,-2.293152
AB21 0ZT,12,Utilities,5636.18,4126.1,2098.0,1656.6,38,39920,29943,96.91,76.43,1,0.3947464481656459,0.4589880316994999,True,False,False,False,False,False,True,False,3165.65426,57.204252,-2.292073
AB21 7AA,12,Healthcare,1326.0,2679.0,3165.5,1065.0,58,42097,26109,86.51,65.88,5,0.6107979569589059,0.3824607165129398,False,True,False,False,False,False,False,True,2543.84248,57.20958,-2.188584
AB21 7AB,12,Utilities,2546.0,3060.0,4913.0,4880.0,52,62029,11272,84.33,94.41,4,0.7177708131276559,0.3431376385988166,True,False,False,False,True,False,False,False,2923.4203,57.21153,-2.187684
AB21 7AD,12,Utilities,3463.0,4001.0,3644.0,1797.0,39,99259,33616,57.44,82.45,8,0.7357665269647862,0.3154217533360761,False,True,False,False,True,False,False,False,2896.730310000001,57.20968,-2.187609
AB21 7AE,12,Food,7859.249999999999,3583.75,3748.0,1710.0,64,86181,16771,86.76,91.6,2,0.4326894800754343,0.3109786053251902,False,True,False,False,False,False,False,True,3129.33174,57.211316,-2.186806
AB21 7AF,12,Food,7752.499999999999,2048.75,4665.0,3925.0,69,28707,48632,69.84,94.84,5,0.2789007859987929,0.7208670999091715,True,False,False,False,False,False,True,False,2815.004400000001,57.212604,-2.190223
AB21 7AG,12,Shopping,3982.68,1189.0,4350.0,2636.1,30,97553,18301,69.66,87.64,4,0.4969441827708035,0.4933574307476513,True,False,False,True,False,False,False,False,2783.6362,57.212004,-2.189442
AB21 7AH,12,Food,6966.75,5252.5,2495.0,3163.0,57,69889,28190,52.7,79.62,4,0.5155583910296458,0.4153769567602902,False,True,False,True,False,False,False,False,2666.7588000000005,57.215315,-2.185419
AB21 7AJ,12,Utilities,4946.700000000001,5199.700000000001,1278.0,2454.0,18,36450,49452,92.91,76.08,2,0.3348525021202231,0.5862301601981327,True,False,False,False,False,False,False,True,2611.8299999999995,57.219711,-2.18352
AB21 7AL,12,Utilities,3345.0,1348.6,4382.400000000001,2949.1000000000004,62,95122,31550,86.24,99.24,2,0.7024610248450868,0.3080663439103531,False,True,False,True,False,False,False,False,2931.7031399999996,57.220166,-2.17319
AB21 7AN,12,Shopping,3995.55,4058.35,3034.85,2702.0,57,66810,44986,71.55,79.36,4,0.3226733813001597,0.8010949122727603,False,True,False,False,False,False,False,True,2820.19506,57.208425,-2.166414
AB21 7AP,12,Utilities,4851.0,4302.0,4821.0,3034.0,41,37658,13458,52.49,73.67,9,0.3493031040878736,0.6275934614357697,False,True,False,False,False,False,False,True,3161.3299000000006,57.206796,-2.154886
AB21 7AQ,12,Food,4219.25,1286.25,3692.0,4770.0,59,67415,12554,57.72,64.06,3,0.3360062984139933,0.7689718789655468,False,True,True,False,False,False,False,False,2842.6598,57.215782,-2.144724
AB21 7AR,12,Utilities,3126.0,4761.0,4118.84,2703.8,53,106020,12888,64.44,60.17,2,0.3418647282335559,0.6997089816003799,False,True,False,False,True,False,False,False,3230.7126000000007,57.207351,-2.133452
AB21 7AS,12,Shopping,4350.450000000001,3163.995,4517.775000000001,1128.0,22,70598,43563,74.34,90.71,1,0.3360537137774869,0.3446929765231808,True,False,True,False,False,False,False,False,2582.5676000000003,57.232143,-2.142486
AB21 7AT,12,Shopping,8954.3025,2815.2,2252.85,4949.599999999999,48,116806,41179,77.81,72.63,1,0.5607304551912546,0.4607852850857925,True,False,False,False,True,False,False,False,3279.5237000000006,57.222581,-2.153809
AB21 7AU,12,Food,4709.25,4515.0,3765.0,3639.0,30,66305,42008,83.14,67.12,3,0.5687214036169287,0.404758294984413,True,False,True,False,False,False,False,False,2705.58082,57.205034,-2.188942
AB21 7AX,12,Food,7976.499999999999,5231.25,2826.0,3758.0,34,50576,16465,57.96,95.11,8,0.3446160960205626,0.6473270079734879,False,True,False,False,False,True,False,False,3130.50185,57.205005,-2.189803
AB21 7AY,12,Food,3067.75,4353.75,2967.0,4734.0,62,43947,41174,64.94,83.28,5,0.6346854037965606,0.4088087618292209,False,True,True,False,False,False,False,False,3028.1186,57.205139,-2.190747
AB21 7AZ,12,Utilities,2275.9,3826.02,5325.1,4896.0,19,41415,34334,58.83,90.85,6,0.4170667512053748,0.5895828759808486,False,True,False,False,False,True,False,False,3059.424100000001,57.199856,-2.185474
AB21 7BA,12,Utilities,1942.6,1609.3000000000002,2321.0,3532.1000000000004,22,63052,46437,66.03,73.57,8,0.2036509111077425,0.7437162177568967,True,False,False,False,False,True,False,False,2883.5172199999997,57.205965,-2.190667
AB21 7BB,12,Healthcare,2300.0,866.0,4969.900000000001,1750.0,54,60704,37802,90.79,62.22,5,0.23279192168036,0.5872447515628877,False,True,False,True,False,False,False,False,3042.1826000000015,57.206243,-2.185622
AB21 7BD,12,Food,5052.25,6011.25,4564.0,3832.0,42,104727,8743,68.92,73.11,1,0.559648986713109,0.5033385458100911,False,True,False,False,True,False,False,False,2981.610240000001,57.205856,-2.185752
AB21 7BE,12,Shopping,5869.5,3509.0,2876.0,1632.9999999999998,38,44747,19698,64.13,65.61,1,0.5439469317951235,0.4240233158939391,True,False,False,True,False,False,False,False,2796.4351800000004,57.206831,-2.188836
AB21 7BG,12,Food,5874.75,3596.25,4632.0,4758.0,52,114813,27809,74.77,64.92,8,0.6764501817666668,0.3723810571595606,False,True,False,False,False,True,False,False,3102.93327,57.206748,-2.190309
AB21 7BH,12,Healthcare,1314.3,4828.2,5003.7,3342.0,66,48930,13659,95.97,81.62,1,0.3982312961013325,0.5136417239768295,True,False,False,False,False,False,True,False,3167.1177000000002,57.206554,-2.187858
AB21 7BJ,12,Food,6532.75,1476.25,4584.0,2888.0,38,73527,17694,75.47,89.35,3,0.6832394588385403,0.3180037245227698,False,True,False,True,False,False,False,False,2585.048800000001,57.206784,-2.189779
AB21 7BL,12,Utilities,2552.0,4894.0,2676.3,5395.5,58,53861,17453,78.42,82.1,7,0.5881773986991159,0.3804470981778004,True,False,False,False,False,False,True,False,3066.1486,57.207435,-2.187217
AB21 7BN,12,Food,6335.0,1406.25,3790.0,3215.0,55,31807,10274,58.78,72.01,9,0.5061723995347983,0.4756438297982031,False,True,True,False,False,False,False,False,2763.69025,57.206781,-2.186137
AB21 7BP,12,Shopping,8494.81425,3208.0,3212.1,4563.2,60,114166,6104,67.73,97.23,8,0.6387592243227379,0.3296749547864309,False,True,False,False,False,False,False,True,3097.27559,57.2075,-2.18576
AB21 7BQ,12,Utilities,2634.0,2399.0,2226.0,4637.0,32,108365,46112,97.29,65.02,2,0.5063050534454301,0.475561573560293,True,False,False,False,True,False,False,False,3010.5153999999993,57.207858,-2.186987
